Group,Restrictions,Service,Procedure_Code,Effective_Date
Children,newborn,Newborn Hearing Screening,92588,9/23/2010
Children,newborn,Newborn Hearing Screening,92588,9/23/2010
Children,newborn,Newborn Hearing Screening,V5008,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,36415,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,36416,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,83020,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,83021,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,83030,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,83033,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,83051,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,84030,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,84437,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,84443,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,S3620,9/23/2010
Children,newborn - 2 months,Newborn Blood Spot Screening,S3850,9/23/2010
Children,newborn+,Screening for Visual Impairment in Children,99173,9/23/2010
Children,newborn+,Screening for Visual Impairment in Children,99174,9/23/2010
Children,risk assessment 1 month+ ,TB Testing (Bright Futures),86580,9/23/2010
Children,risk assessment 1 month+ ,TB Testing (Bright Futures),99211,9/23/2010
Immunization,,Immunization Administration,90460,9/23/2010
Immunization,,Immunization Administration,90461,9/23/2010
Immunization,,Immunization Administration,90465,9/23/2010
Immunization,,Immunization Administration,90466,9/23/2010
Immunization,,Immunization Administration,90467,9/23/2010
Immunization,,Immunization Administration,90468,9/23/2010
Immunization,,Immunization Administration,90468,9/23/2010
Immunization,,Immunization Administration,90470,9/23/2010
Immunization,,Immunization Administration,90471,9/23/2010
Immunization,,Immunization Administration,90472,9/23/2010
Immunization,,Immunization Administration,90473,9/23/2010
Immunization,,Immunization Administration,90474,9/23/2010
Immunization,,Immunization Administration,90474,9/23/2010
Immunization,,Immunization Administration,G0008,9/23/2010
Immunization,,Immunization Administration,G0009,9/23/2010
Immunization,,Immunization Administration,G0010,9/23/2010
Immunization,,Immunization Administration,G0010,9/23/2010
Immunization,,Immunization Administration,G0377,9/23/2010
Immunization,,Immunization Administration,G9141,9/23/2010
Immunization,,Immunization Administration,J3530,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90696,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90698,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90700,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90701,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90702,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90703,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90704,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90705,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90706,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90707,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90708,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90708,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90710,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90712,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90713,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90714,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90715,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90715,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90718,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90719,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90720,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90721,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90721,9/23/2010
Immunization,Polio: 2 months+; Dtap: 2 months - 6 years; booster 7 years+; all adults; MMR:adults 18-49; 50+ with risk factors; children 1 year+,"Dtap / Dtpap?IPV, Dtap?Hib?IPV / DTP / DT / Tetanus / Polio / TdaP/ Measles, Mumps, Rubella /MMR",90723,9/23/2010
Immunization,adults 18+ with risk factors; children 2 months - 4 years,"Hemophilus influenza b HibTITER PedvaxHIB, ActHIB",90645,9/23/2010
Immunization,adults 18+ with risk factors; children 2 months - 4 years,"Hemophilus influenza b HibTITER PedvaxHIB, ActHIB",90646,9/23/2010
Immunization,adults 18+ with risk factors; children 2 months - 4 years,"Hemophilus influenza b HibTITER PedvaxHIB, ActHIB",90647,9/23/2010
Immunization,adults 18+ with risk factors; children 2 months - 4 years,"Hemophilus influenza b HibTITER PedvaxHIB, ActHIB",90648,9/23/2010
Immunization,adults 18+ with risk factors; children 2 months - 4 years,"Hemophilus influenza b HibTITER PedvaxHIB, ActHIB",90648,9/23/2010
Immunization,children 1 year+; 2 years+ with risk factors; adults with risk factors,"Hepatitis A Havrix,VAQTA,Twinrix",90632,9/23/2010
Immunization,children 1 year+; 2 years+ with risk factors; adults with risk factors,"Hepatitis A Havrix,VAQTA,Twinrix",90633,9/23/2010
Immunization,children 1 year+; 2 years+ with risk factors; adults with risk factors,"Hepatitis A Havrix,VAQTA,Twinrix",90634,9/23/2010
Immunization,children 1 year+; 2 years+ with risk factors; adults with risk factors,"Hepatitis A Havrix,VAQTA,Twinrix",90634,9/23/2010
Immunization,children 1 year+; 2 years+ with risk factors; adults with risk factors,"Hepatitis A Havrix,VAQTA,Twinrix",90636,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90740,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90743,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90744,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90746,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90747,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90748,9/23/2010
Immunization,at birth; then newborn+; adults with risk factors,Hepatitis B RECOMBIVAXHB Engerix?B,90748,9/23/2010
Immunization,women 18-21 not previously vaccinated; at risk men 22-26;  children 11+,HPV,90649,9/23/2010
Immunization,women 18-21 not previously vaccinated; at risk men 22-26;  children 11+,HPV,90650,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90653,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90654,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90655,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90656,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90657,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90658,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90658,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90660,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90661,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90662,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90662,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90664,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90666,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90667,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90668,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90668,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90672,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90685,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90686,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90687,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90688,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",90688,9/23/2010
Immunization,6 months+,"Influenza virus ('flu') Afluria Fluarix Fluvirin Fluzone High?Dose Fluzone FluLaval FluMist, Flublok",Q2039,9/23/2010
Immunization,adults 18+ with risk factors; children 11 years+; 2 years+ with risk factors,Meningococcal Menomune Menactra,90644,9/23/2010
Immunization,adults 18+ with risk factors; children 11 years+; 2 years+ with risk factors,Meningococcal Menomune Menactra,90733,9/23/2010
Immunization,adults 18+ with risk factors; children 11 years+; 2 years+ with risk factors,Meningococcal Menomune Menactra,90734,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 months - 4 years; 5 years+ with risk factors,Pneumococcal conjugate Prevnar Prevnar13,90669,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 months - 4 years; 5 years+ with risk factors,Pneumococcal conjugate Prevnar Prevnar13,90670,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 months - 4 years; 5 years+ with risk factors,Pneumococcal conjugate Prevnar Prevnar13,S0195,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 years+ with risk factors,Pneumococcal PNEUMOVAX,90669,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 years+ with risk factors,Pneumococcal PNEUMOVAX,90670,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 years+ with risk factors,Pneumococcal PNEUMOVAX,90732,9/23/2010
Immunization,adults 19-64 with risk factors; adults 65+;  children 2 years+ with risk factors,Pneumococcal PNEUMOVAX,S0195,9/23/2010
Immunization,children 2 - 6 months,Rotavirus ROTATEQ Rotarix,90680,9/23/2010
Immunization,children 2 - 6 months,Rotavirus ROTATEQ Rotarix,90681,9/23/2010
Immunization,children 1 year+; all adults,Varicella ('chicken pox') Varivax,90716,9/23/2010
Immunization,adults 60+,Zoster/Shingles Zostavax,90736,9/23/2010
Contraception,all women with reproductive capacity,Administration for Contraceptive Injections,96372,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,851,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,940,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,942,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,950,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,952,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1960,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1961,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1965,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1966,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1967,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1968,8/1/2012
Contraception,all women with reproductive capacity,Anesthesia for Sterilization,1968,8/1/2012
Contraception,all women with reproductive capacity,Diaphragm or cervical cap,57170,8/1/2012
Contraception,all women with reproductive capacity,Diaphragm or cervical cap,A4261,8/1/2012
Contraception,all women with reproductive capacity,Diaphragm or cervical cap,A4266,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,11976,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,11981,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,11982,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,11983,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,11983,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,58300,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,58301,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,J7302,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,J7306,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,J7307,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,S4981,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,S4989,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,J7300,8/1/2012
Contraception,all women with reproductive capacity,Implantable devices & IUDs,Q0090,8/1/2012
Contraception,all women with reproductive capacity,Injections,J1050,8/1/2012
Contraception,all women with reproductive capacity,Injections,J1051,8/1/2012
Contraception,all women with reproductive capacity,Injections,J1055,8/1/2012
Contraception,all women with reproductive capacity,Injections,J1056,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58340,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58565,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58600,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58605,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58611,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58615,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58670,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",58671,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",74740,8/1/2012
Contraception,all women with reproductive capacity,"Tubal Ligation, oviduct occlusion",A4264,8/1/2012
